131072  3  0
   1    16642     1  16643
   2    16643  16644  16642
   3    16644  16643  4227
   4    16642  16644  16646
   5    16658  4226  16646
   6    16646  16650  16658
   7    16650  16646  4228
   8    4226  16642  16646
   9    16658  16650  16652
  10    16644  16645  16646
  11    4227  16645  16644
  12    16645  4227  16647
  13    16647  16648  16645
  14    16648  16647  1091
  15    16645  16648  16661
  16    4228  16649  16650
  17    16649  4228  16661
  18    16661  16662  16649
  19    16662  16661  4229
  20    4228  16645  16661
  21    16649  16662  16656
  22    16648  16663  16661
  23    16645  4228  16646
  24    16650  16649  4230
  25    16651  1090  16652
  26    16652  16653  16651
  27    16653  16652  4230
  28    1090  16658  16652
  29    16651  16653  16655
  30    16694  4242  16655
  31    16655  16660  16694
  32    16660  16655  4234
  33    4242  16651  16655
  34    16694  16660  16688
  35    16653  16654  16655
  36    4230  16654  16653
  37    16654  4230  16656
  38    16656  16657  16654
  39    16657  16656  1092
  40    4230  16649  16656
  41    16654  16657  16673
  42    4234  16659  16660
  43    16659  4234  16673
  44    16673  16686  16659
  45    16686  16673  4233
  46    4234  16654  16673
  47    16659  16686  16692
  48    16657  16672  16673
  49    16654  4234  16655
  50    16652  16650  4230
  51    16660  16659  4236
  52    16662  16680  16656
  53    1091  16663  16648
  54    16663  1091  16664
  55    16664  16665  16663
  56    16665  16664  4231
  57    16663  16665  16667
  58    4229  16680  16662
  59    16680  4229  16667
  60    16667  16671  16680
  61    16671  16667  4232
  62    4229  16663  16667
  63    16680  16671  16674
  64    16665  16666  16667
  65    16663  4229  16661
  66    4231  16666  16665
  67    16666  4231  16668
  68    16666  16668  16669
  69    16669  16668   984
  70    4232  16670  16671
  71    16670  4232  16683
  72    16669  16683  4232
  73    16735  16683  16669
  74    4232  16666  16669
  75    16670  16683  16684
  76    16683  4247  16684
  77    16666  4232  16667
  78    16671  16670  4245
  79    1092  16672  16657
  80    16672  1092  16674
  81    16674  16675  16672
  82    16675  16674  4245
  83    16680  16674  1092
  84    16672  16675  16677
  85    4233  16685  16686
  86    16685  4233  16677
  87    16677  16682  16685
  88    16682  16677  4246
  89    4233  16672  16677
  90    16685  16682  16710
  91    16675  16676  16677
  92    16672  4233  16673
  93    4245  16676  16675
  94    16676  4245  16678
  95    16684  16678  4245
  96    16751  16678  16684
  97    16674  16671  4245
  98    16676  16678  16679
  99    4246  16681  16682
 100    16681  4246  16733
 101    16679  16733  4246
 102    16744  16733  16679
 103    4246  16676  16679
 104    16681  16733  16734
 105    16679  16678  1093
 106    16676  4246  16677
 107    16684  4245  16670
 108    16682  16681  4240
 109    16733  4262  16734
 110    16680  1092  16656
 111    16686  16685  1094
 112    16687   731  16688
 113    16688  16689  16687
 114    16689  16688  4236
 115    16694  16688   731
 116    16687  16689  16691
 117    16704  4235  16691
