1432  3  0
   1     231   239    37
   2     227   231    37
   3     239   238    36
   4     238   239   231
   5     147   238   231
   6      36   238   233
   7      37   225   227
   8     226    38   228
   9     204   226   229
  10     226   227   225
  11     227   204   230
  12     204   227   226
  13     243   230   242
  14     227   230   231
  15     228    38   261
  16     226   225    38
  17     147   231   230
  18     234    35   232
  19     232    36   233
  20     234   232   233
  21     241   234   240
  22     234   241    35
  23     205   240   234
  24     241   240    34
  25     234   233   205
  26     237   236   147
  27     236   205   233
  28     243   147   230
  29     237   147   243
  30     285   205   235
  31     205   236   235
  32     237   283   235
  33     257   283   237
  34     236   237   235
  35     205   266   240
  36     257   237   243
  37     233   238   236
  38     147   236   238
  39     108   235   283
  40     242   230   204
  41      39   245   244
  42     209   244   246
  43     244   228   261
  44     228   209   229
  45     209   228   244
  46     251   229   209
  47     249   204   229
  48     244   245   246
  49     244   261    39
  50      40   303   248
  51     248   303   304
  52      40   248   246
  53     247   255   209
  54     247   246   248
  55     322   255   247
  56     247   209   246
  57     107   255   254
  58      40   246   245
  59     251   209   255
  60      91   242   250
  61     204   249   242
  62     262    91   253
  63      91   257   243
  64     257   262   181
  65     262   257    91
  66     181   262   286
  67     257   181   283
  68     250   242   249
  69     243   242    91
  70     249   107   250
  71     107   249   251
  72     107   251   255
  73     250   107   252
  74     262   253   260
  75     262   260   286
  76     165   286   260
  77     253   183   260
  78     253   250   252
  79     288   286   165
  80     252   107   256
  81     253    91   250
  82     229   251   249
  83     283   181   284
  84     149   247   248
  85     226   228   229
  86     287   181   286
  87     263    34   264
  88      34   240   264
  89     263   264   265
  90      33   265   268
  91     265    33   263
  92     268   265   267
  93      33   268   276
  94     264   206   265
  95     266   285   280
  96     264   240   266
  97     281   277   280
  98     266   280   206
  99     267   206   277
 100     267   265   206
 101     277   206   280
 102     267   277   278
 103     278   277    92
 104     206   264   266
 105     205   285   266
 106     268   267   148
 107      32   276   272
 108     276   268   272
 109     271    32   269
 110      31   271   270
 111     269   270   271
 112     376    31   270
 113     269    32   272
 114     273   148   278
 115     272   268   148
 116      92   274   278
 117     273   278   274
 118     269   207   270
 119     207   269   273
 120     273   275   207
 121     275   273   274
 122     269   148   273
 123     301   207   275
 124     274   182   275
 125     148   269   272
 126     267   278   148
 127     207   376   270
 128     280   285   108
 129     283   282   108
 130     285   235   108
