1536  3  0
   1       1   226   228
   2     226     1   229
   3     228   226   227
   4     224   227   232
   5     227   224   228
   6     231   232   227
   7     224   232   240
   8     227   226   113
   9     229   225   230
  10     243   230   247
  11     230   113   226
  12     113   231   227
  13     231   113   243
  14     243   244   231
  15     222   244   243
  16     113   230   243
  17     232   231   172
  18     247   230   225
  19     230   226   229
  20     172   231   244
  21     234   233    64
  22     235   233   234
  23     171   235   241
  24     235   171   233
  25     241   235   242
  26     171   241   269
  27      64   240   237
  28     237   172   236
  29     237   240   232
  30     238   236   172
  31     237   236   234
  32     235   234    89
  33     241   242   169
  34     242    89   254
  35     242   235    89
  36     234   236    89
  37     239    89   236
  38     264   169   242
  39     237   234    64
  40     232   172   237
  41     241   169   268
  42     172   244   238
  43     247   245   246
  44     245   247   225
  45     246   245    65
  46     247   246   222
  47     244   250   238
  48     244   222   250
  49     249   250   222
  50      33   238   250
  51     222   246   249
  52     238   239   236
  53      65   262   248
  54     112   248   263
  55     248   249   246
  56     249   260   250
  57     260   249   112
  58     259   252   258
  59     260   305   258
  60     249   248   112
  61     250   260    33
  62     260   112   305
  63     248   246    65
  64     258    33   260
  65     254   239   251
  66     254    89   239
  67     251   239    33
  68     254   251   170
  69     264   170   288
  70     170   264   254
  71     261   288   170
  72     169   264   287
  73     170   251   253
  74     254   264   242
  75     251   252   253
  76     252    33   258
  77     259    90   252
  78     253   252    90
  79     261   170   253
  80     261   253   255
  81     255   165   261
  82     257   165   255
  83     253    90   255
  84     288   261   302
  85     255    90   256
  86     251    33   252
  87     239   238    33
  88     287   264   288
  89     165   315   301
  90     247   222   243
  91     165   302   261
  92      20   268   266
  93     268    20   269
  94      20   266   265
  95     267   168   265
  96     272   271   168
  97     267   265   266
  98     283    88   266
  99     283   268   169
 100     298    88   284
 101      88   267   266
 102     272   270   271
 103     272   267   298
 104     280   270   161
 105     272   161   270
 106     267    88   298
 107     272   168   267
 108      88   283   285
 109     266   268   283
 110     269   241   268
 111     271   270    47
 112     275   160   273
 113     277   282   160
 114     282   281     7
 115     277   281   282
 116       7   281   390
 117     273    47   274
 118     274   280    84
 119     274    47   270
 120      84   280   291
 121     274    84   275
 122     275   277   160
 123     277   275   276
 124     158   276   278
 125     276   158   277
 126     275    84   276
 127     277   158   281
 128      84   279   276
 129     274   275   273
 130     270   280   274
 131     389   281   158
 132     161   272   298
 133     287    48   285
 134     287   288    48
 135     284   285   286
 136     284    88   285
 137     298   295   161
 138     298   284   295
 139     164   295   284
 140     292   161   295
 141     286   285    48
 142     285   283   287
 143     302   301   290
 144     301   302   165
 145     289   290    86
 146     290   286    48
 147     286   164   284
 148     164   286   289
 149     289   297   164
 150     347   297   289
 151     286   290   289
 152     295   164   294
 153     297   162   296
 154     290    48   302
 155     287   283   169
 156     297   294   164
 157     293   291    26
 158     279    84   291
 159      26   291   292
 160     291   293   279
 161     278   279   159
 162     276   279   278
 163     159   279   293
 164     304   278   159
 165     293   299   159
 166     292   291   280
 167     294   296    26
 168     296   294   297
 169      26   296   300
 170     294    26   292
 171     354   299   353
 172     354   159   299
 173     299    85   353
 174     300    85   299
 175     293   300   299
 176      45   354   353
 177     362   300   296
 178     293    26   300
 179     292   295   294
 180     158   278   303
 181     290   301    86
 182     161   292   280
 183     302    48   288
 184     159   354   304
 185     262   263   248
