744  3  0
   1       1   114   116
   2     114     1   117
   3     116   114   113
   4     119   113   118
   5     117   113   114
   6     118   113   117
   7     116   113   115
   8     115   113   119
   9     132    64   125
  10     115    64   116
  11     120    64   115
  12      89   125   124
  13     120   125    64
  14     120   124   125
  15     125    89   132
  16     115   119   120
  17     131   132    89
  18     120   119    33
  19     129    33   119
  20     129   118    65
  21      33   129   122
  22      33   124   120
  23     130   122   129
  24     130    65   170
  25     122   123   121
  26     130   129    65
  27     118   117    65
  28      33   122   121
  29     124   126   128
  30     126   124   121
  31     128   126   127
  32     124   128    89
  33      90   127   126
  34     123    90   121
  35     128   127    48
  36     151   152   127
  37     151   127    90
  38      90   126   121
  39     124    33   121
  40      89   128   142
  41     122   130   112
  42     119   118   129
  43     127   152    48
  44     133    20   134
  45     131    20   132
  46     134    20   131
  47      88   135   134
  48     134   135   133
  49     142   134   131
  50     146   137   135
  51      89   142   131
  52     133   135    47
  53     136    47   137
  54       7   136   138
  55     137    84   138
  56     146    84   137
  57       7   138   143
  58     144   138    84
  59      84   150   144
  60     137   138   136
  61      47   135   137
  62     144   143   138
  63     147   134   142
  64     140    88   147
  65     147    88   134
  66      48   147   142
  67     148   147    48
  68     141   140    86
  69     148   140   147
  70     148    86   140
  71      88   140   139
  72      48   152   148
  73     139   140   141
  74     145   150    84
  75     145   146   139
  76     150   145   149
  77     145    84   146
  78      26   149   145
  79      26   139   141
  80     174   149    26
  81      45   150   149
  82     149   194    45
  83     145   139    26
  84     146    88   139
  85     144   150   212
  86     175    26   141
  87      88   146   135
  88     128    48   142
  89     150    45   212
  90     148   152   160
  91     155   112   156
  92     155   122   112
  93     169   112   170
  94     155   123   122
  95     156    62   155
  96     156   169   163
  97     158   153    62
  98     156   112   169
  99     170    21   169
 100     155    62   154
 101     154   151    90
 102     154   123   155
 103     151   154   153
 104     152   151    11
 105      11   153   159
 106     153    11   151
 107     158   159   153
 108     172    11   159
 109     154    62   153
 110      11   160   152
 111      62   156   157
 112     112   130   170
 113     163   157   156
