512  3  0
   1     260    13   131
   2     146    42    82
   3     125   248     4
   4      88   165     6
   5       5    92   175
   6     175    99     5
   7       5    99   190
   8     253   130     9
   9     183    31    96
  10     152    91    10
  11     193   106    11
  12       6   158    88
  13     241    39   122
  14     228   120    12
  15     258     9   130
  16     270    41   136
  17      94    49   162
  18      85   157    14
  19      10    83   152
  20      10    91   172
  21     115    59   187
  22     180    97    17
  23     109   212    18
  24     104   201    19
  25      11   100   193
  26     249   127    20
  27      12   116   228
  28      12   120   237
  29     134    13   260
  30     238   123    23
  31      13   134   266
  32     267   137    25
  33     160    89    26
  34     149    86    26
  35     155    95    27
  36      14   147    85
  37     178   102    28
  38      14   157    94
  39     195   107    29
  40      87   163    29
  41     215   111    30
  42     170   110    30
  43     185    17    97
  44     219   113    31
  45     224   118    32
  46      17   185   115
  47     230   121    33
  48      98   188    33
  49     210   126    34
  50      18   207   109
  51     252    20   127
  52     204   128    35
  53     103   199    36
  54      19   196   104
  55     262   135    37
  56     129   256    37
  57     275   139    38
  58     235   138    38
  59     243    23   123
  60     279   141    39
  61     283   143    40
  62     133   264    40
  63     272    25   137
  64     287   145    41
  65      84   153    42
  66      83   150    42
  67      87   161    43
  68      26    82   149
  69      26    86   160
  70      90   168    45
  71     151    89    45
  72      93   176    46
  73      92   173    46
  74      96   182    47
  75      27    84   155
  76      98   186    48
  77     174    95    48
  78     101    29   163
  79     100   191    49
  80     103   198    50
  81      28    93   178
  82     105   202    51
  83     192   102    51
  84     108   209    52
  85      29   101   195
  86     164   107    53
  87      30    90   170
  88      30   110   215
  89     112    31   183
  90     171   111    56
  91      31   112   219
  92     114   222    58
  93     184   113    58
  94     117    33   188
  95     116   226    59
  96      32   114   224
  97     119   233    61
  98     227   118    61
  99     122   240    62
 100      33   117   230
 101     124    36   199
 102     189   121    63
 103     125   246    64
 104      11   106   206
 105      34   108   210
 106     247   126    66
 107     129   255    67
 108      35   105   204
 109     251   128    68
 110     132    37   256
 111     131   259    69
 112     133   263    70
 113      36   124   245
 114     136   269    71
 115      37   132   262
 116     257   135    72
 117      38   119   235
 118      38   138   275
 119     140    39   241
 120     236   139    75
 121      39   140   279
 122     142    40   264
 123     242   141    77
 124      40   142   283
 125     144    41   270
 126     265   143    79
 127      41   144   287
 128     271   145    81
 129     148    43    82
 130     147    14    82
 131     151    45    83
 132      42   146    83
 133     154    47    84
 134      42   150    84
 135     156    46    85
 136      42   153    85
 137     159    44    86
 138     158     6    86
 139     162    49    87
 140      43   148    87
 141     164    53    88
 142      43   161    88
 143     167    45    89
 144     166    15    89
 145     169    54    90
 146      45   167    90
 147     171    56    91
 148      45   168    91
 149     174    48    92
 150      46   156    92
 151     177    50    93
 152      46   173    93
 153     179    49    94
 154      46   176    94
 155     181    48    95
 156     180    17    95
 157      10   172    96
 158      47   154    96
 159     184    58    97
 160      47   182    97
 161     187    59    98
 162      48   181    98
 163     189    63    99
 164      48   186    99
 165     192    51   100
 166      49   179   100
 167     194    52   101
 168      49   191   101
 169     197    51   102
 170     196    19   102
 171       5   190   103
 172      50   177   103
 173     200    69   104
 174      50   198   104
 175     203    67   105
 176      51   197   105
 177     205    65   106
 178      51   202   106
 179     208    53   107
 180     207    18   107
 181      11   206   108
 182      52   194   108
 183     211    64   109
 184      52   209   109
 185     214    55   110
 186     213     1   110
 187     217    56   111
 188     216    16   111
 189     218    57   112
 190      56   217   112
 191     221    58   113
 192     220     7   113
 193     223    60   114
 194      58   221   114
 195     225    59   115
 196      58   222   115
 197     227    61   116
 198      59   225   116
 199     229    62   117
 200      59   226   117
 201     232    61   118
 202     231    21   118
 203     234    73   119
 204      61   232   119
 205     236    75   120
 206      61   233   120
 207     239    63   121
 208     238    23   121
 209      12   237   122
 210      62   229   122
 211     242    77   123
 212      62   240   123
 213     244    70   124
 214      63   239   124
 215     247    66   125
 216      64   211   125
 217     250    66   126
 218     249    20   126
 219     251    68   127
 220      65   205   127
 221     254    68   128
 222     253     9   128
 223      19   201   129
 224      67   203   129
 225     257    72   130
 226      67   255   130
 227      36   245   131
 228      69   200   131
 229     261    71   132
 230      69   259   132
 231      23   243   133
 232      70   244   133
 233     265    79   134
 234      70   263   134
 235     268    72   135
 236     267    25   135
 237      13   266   136
 238      71   261   136
 239     271    81   137
 240      71   269   137
 241     274    74   138
 242     273     2   138
 243     277    75   139
 244     276    22   139
 245     278    76   140
 246      75   277   140
 247     281    77   141
 248     280     8   141
 249     282    78   142
 250      77   281   142
 251     285    79   143
 252     284    24   143
 253     286    80   144
 254      79   285   144
 255     289    81   145
 256     288     3   145
 257      26    83   146
 258      82    26   146
 259      42    85   147
 260      82    42   147
 261      14    87   148
 262      82    14   148
 263      43    86   149
 264      82    43   149
 265      10    84   150
 266      83    10   150
 267      26    89   151
 268      83    26   151
 269      45    91   152
 270      83    45   152
 271      27    85   153
 272      84    27   153
 273      10    96   154
 274      84    10   154
 275      47    95   155
 276      84    47   155
 277      27    92   156
 278      85    27   156
 279      46    94   157
 280      85    46   157
 281      43    88   158
 282      86    43   158
 283      86     6   159
 284      44    89   160
 285      86    44   160
 286      29    88   161
 287      87    29   161
 288      14    94   162
 289      87    14   162
 290      49   101   163
 291      87    49   163
 292      29   107   164
 293      88    29   164
 294      88    53   165
 295      89    44   166
 296      15    90   167
 297      89    15   167
 298      30    91   168
 299      90    30   168
 300      90    15   169
 301      54   110   170
 302      90    54   170
 303      30   111   171
 304      91    30   171
 305      56    96   172
 306      91    56   172
 307       5    93   173
 308      92     5   173
 309      27    95   174
 310      92    27   174
 311      48    99   175
 312      92    48   175
 313      28    94   176
 314      93    28   176
 315       5   103   177
 316      93     5   177
 317      50   102   178
 318      93    50   178
 319      28   100   179
 320      94    28   179
 321      47    97   180
 322      95    47   180
 323      17    98   181
 324      95    17   181
 325      31    97   182
 326      96    31   182
 327      56   112   183
 328      96    56   183
 329      31   113   184
 330      97    31   184
 331      58   115   185
 332      97    58   185
 333      33    99   186
 334      98    33   186
 335      17   115   187
 336      98    17   187
 337      59   117   188
 338      98    59   188
 339      33   121   189
 340      99    33   189
 341      63   103   190
 342      99    63   190
 343      11   101   191
 344     100    11   191
 345      28   102   192
 346     100    28   192
 347      51   106   193
 348     100    51   193
 349      11   108   194
 350     101    11   194
 351      52   107   195
 352     101    52   195
 353      50   104   196
 354     102    50   196
 355      19   105   197
 356     102    19   197
 357      36   104   198
 358     103    36   198
 359      63   124   199
 360     103    63   199
 361      36   131   200
 362     104    36   200
 363      69   129   201
 364     104    69   201
 365      35   106   202
 366     105    35   202
 367      19   129   203
 368     105    19   203
 369      67   128   204
 370     105    67   204
 371      35   127   205
 372     106    35   205
 373      65   108   206
 374     106    65   206
 375      52   109   207
 376     107    52   207
 377     107    18   208
 378      34   109   209
 379     108    34   209
 380      65   126   210
 381     108    65   210
 382      34   125   211
 383     109    34   211
 384     109    64   212
 385     110    54   213
 386     110     1   214
 387      55   111   215
 388     110    55   215
 389     111    55   216
 390      16   112   217
 391     111    16   217
 392     112    16   218
 393      57   113   219
 394     112    57   219
 395     113    57   220
 396       7   114   221
 397     113     7   221
 398      32   115   222
 399     114    32   222
 400     114     7   223
 401      60   118   224
 402     114    60   224
 403      32   116   225
 404     115    32   225
 405      12   117   226
 406     116    12   226
 407      32   118   227
 408     116    32   227
 409      61   120   228
 410     116    61   228
 411      12   122   229
 412     117    12   229
 413      62   121   230
 414     117    62   230
 415     118    60   231
 416      21   119   232
 417     118    21   232
 418      38   120   233
 419     119    38   233
 420     119    21   234
 421      73   138   235
 422     119    73   235
 423      38   139   236
 424     120    38   236
 425      75   122   237
 426     120    75   237
 427      62   123   238
 428     121    62   238
 429      23   124   239
 430     121    23   239
 431      39   123   240
 432     122    39   240
 433      75   140   241
 434     122    75   241
 435      39   141   242
 436     123    39   242
 437      77   133   243
 438     123    77   243
 439      23   133   244
 440     124    23   244
 441      70   131   245
 442     124    70   245
 443     125     4   246
 444      34   126   247
 445     125    34   247
 446     125    66   248
 447      65   127   249
 448     126    65   249
 449     126    20   250
 450      35   128   251
 451     127    35   251
 452     127    68   252
 453      67   130   253
 454     128    67   253
 455     128     9   254
 456      37   130   255
 457     129    37   255
 458      69   132   256
 459     129    69   256
 460      37   135   257
 461     130    37   257
 462     130    72   258
 463      13   132   259
 464     131    13   259
 465      70   134   260
 466     131    70   260
 467      13   136   261
 468     132    13   261
 469      71   135   262
 470     132    71   262
 471      40   134   263
 472     133    40   263
 473      77   142   264
 474     133    77   264
 475      40   143   265
 476     134    40   265
 477      79   136   266
 478     134    79   266
 479      71   137   267
 480     135    71   267
 481     135    25   268
 482      41   137   269
 483     136    41   269
 484      79   144   270
 485     136    79   270
 486      41   145   271
 487     137    41   271
 488     137    81   272
 489     138    73   273
 490     138     2   274
 491      74   139   275
 492     138    74   275
 493     139    74   276
 494      22   140   277
 495     139    22   277
 496     140    22   278
 497      76   141   279
 498     140    76   279
 499     141    76   280
 500       8   142   281
 501     141     8   281
 502     142     8   282
 503      78   143   283
 504     142    78   283
 505     143    78   284
 506      24   144   285
 507     143    24   285
 508     144    24   286
 509      80   145   287
 510     144    80   287
 511     145    80   288
 512     145     3   289
# Generated by ./triangle -pqne-a0.01 input.poly
