289  2  0  1
   1    -1  -1    1
   2    1  -1    1
   3    1  1    1
   4    -1  1    1
   5    0  0    0
   6    -1  0    6
   7    0  -1    3
   8    1  0    4
   9    0  1    5
  10    -0.5  -0.5    0
  11    -0.5  0.5    0
  12    0.5  -0.5    0
  13    0.5  0.5    0
  14    -0.5  0    0
  15    -1  -0.5    6
  16    -0.5  -1    3
  17    0  -0.5    0
  18    -1  0.5    6
  19    0  0.5    0
  20    -0.5  1    5
  21    0.5  -1    3
  22    1  -0.5    4
  23    0.5  0    0
  24    1  0.5    4
  25    0.5  1    5
  26    -0.75  -0.25    0
  27    -0.25  -0.25    0
  28    -0.25  0.25    0
  29    -0.75  0.25    0
  30    -0.75  -0.75    0
  31    -0.25  -0.75    0
  32    0.25  -0.75    0
  33    0.25  -0.25    0
  34    -0.75  0.75    0
  35    -0.25  0.75    0
  36    0.25  0.25    0
  37    0.25  0.75    0
  38    0.75  -0.75    0
  39    0.75  -0.25    0
  40    0.75  0.25    0
  41    0.75  0.75    0
  42    -0.5  -0.25    0
  43    -0.75  0    0
  44    -1  -0.25    6
  45    -0.75  -0.5    0
  46    -0.25  0    0
  47    -0.25  -0.5    0
  48    0  -0.25    0
  49    -0.5  0.25    0
  50    0  0.25    0
  51    -0.25  0.5    0
  52    -0.75  0.5    0
  53    -1  0.25    6
  54    -1  -0.75    6
  55    -0.75  -1    3
  56    -0.5  -0.75    0
  57    -0.25  -1    3
  58    0  -0.75    0
  59    0.25  -0.5    0
  60    0.25  -1    3
  61    0.5  -0.75    0
  62    0.5  -0.25    0
  63    0.25  0    0
  64    -1  0.75    6
  65    -0.5  0.75    0
  66    -0.75  1    5
  67    0  0.75    0
  68    -0.25  1    5
  69    0.25  0.5    0
  70    0.5  0.25    0
  71    0.5  0.75    0
  72    0.25  1    5
  73    0.75  -1    3
  74    1  -0.75    4
  75    0.75  -0.5    0
  76    1  -0.25    4
  77    0.75  0    0
  78    1  0.25    4
  79    0.75  0.5    0
  80    1  0.75    4
  81    0.75  1    5
  82    -0.625  -0.125    0
  83    -0.625  -0.375    0
  84    -0.375  -0.375    0
  85    -0.375  -0.125    0
  86    -0.875  -0.125    0
  87    -0.625  0.125    0
  88    -0.875  0.125    0
  89    -0.875  -0.375    0
  90    -0.875  -0.625    0
  91    -0.625  -0.625    0
  92    -0.125  -0.125    0
  93    -0.125  0.125    0
  94    -0.375  0.125    0
  95    -0.125  -0.375    0
  96    -0.375  -0.625    0
  97    -0.125  -0.625    0
  98    0.125  -0.375    0
  99    0.125  -0.125    0
 100    -0.375  0.375    0
 101    -0.625  0.375    0
 102    -0.125  0.375    0
 103    0.125  0.125    0
 104    0.125  0.375    0
 105    -0.125  0.625    0
 106    -0.375  0.625    0
 107    -0.875  0.375    0
 108    -0.625  0.625    0
 109    -0.875  0.625    0
 110    -0.875  -0.875    0
 111    -0.625  -0.875    0
 112    -0.375  -0.875    0
 113    -0.125  -0.875    0
 114    0.125  -0.875    0
 115    0.125  -0.625    0
 116    0.375  -0.625    0
 117    0.375  -0.375    0
 118    0.375  -0.875    0
 119    0.625  -0.875    0
 120    0.625  -0.625    0
 121    0.375  -0.125    0
 122    0.625  -0.375    0
 123    0.625  -0.125    0
 124    0.375  0.125    0
