833  3  0
   1      37   144   146
   2     146   144   145
   3      37   146   150
   4     145    38   151
   5     146   145    36
   6     151   152   145
   7     151    38   163
   8      38   145   144
   9      36   145   152
  10     149    35   147
  11     172   177   149
  12     149   177    35
  13      35   150   147
  14     147    36   148
  15     147   150   146
  16     174   148   164
  17     164   148    36
  18      36   152   164
  19     147   148   149
  20     146    36   147
  21     148   172   149
  22     152   156   164
  23     160    39   155
  24     155    39   153
  25     160   151   163
  26     154   155   153
  27     154    41   161
  28      40   190   159
  29     155   159   160
  30      40   159   155
  31     154   153    41
  32     160   159   151
  33     107   156   152
  34     151   159   107
  35      91   164   156
  36     158    91   156
  37     156   107   157
  38     152   151   107
  39     218   188   158
  40     190   157   107
  41     158   188    91
  42     217   187   188
  43     157   128   158
  44     157   158   156
  45     159   190   107
  46     174   164    91
  47     157   190   220
  48     160   163    39
  49     188   175    91
  50     167    33   165
  51     166   165    34
  52     166   172   173
  53     172   166    34
  54      32   166   173
  55     166    32   167
  56     172   108   173
  57     166   167   165
  58     177   172    34
  59      33   167   169
  60     171   169    31
  61     171    33   169
  62     237    31   168
  63     168    31   169
  64     169   170   168
  65      32   185   170
  66     185    32   173
  67     170   109   168
  68     186   109   170
  69     170   185   186
  70      32   170   169
  71     167    32   169
  72     236   168   109
  73     173   181   185
  74     108   174   176
  75     108   172   148
  76     179   181   176
  77     176   181   108
  78     174   175   176
  79      92   185   181
  80     175   187   126
  81     175   174    91
  82     179   176   126
  83     184   126   187
  84     187   221   184
  85     175   126   176
  86     188   187   175
  87     183   126   184
  88     186    92   178
  89     186   185    92
  90     186   178   256
  91     180   127   178
  92     178    92   180
  93     186   256   109
  94     179   183   180
  95     183   179   126
  96     180   189   127
  97     189   180   183
  98     189   183    76
  99     179   180    92
 100      92   181   179
 101     243   127   189
 102     183   184   182
 103     181   173   108
 104     174   108   148
 105     256   178   127
 106      40   155   154
 107     232    42   194
 108     194    42   192
 109     232   194   161
 110     192    43   193
 111     194   193   110
 112     200   193    43
 113      43   214   200
 114     192   193   194
 115     199   193   200
 116     162    40   154
 117     197   162   110
 118     197   191   162
 119     162   191    40
 120     162   161   110
 121     154   161   162
 122     110   199   195
 123     110   161   194
 124     195   196   197
 125     198   129   195
 126     198   195   199
 127     195   197   110
 128     193   199   110
 129     129   196   195
 130     199   200    44
 131     161    41   232
 132     207    45   203
 133     207    44   200
 134     207   214    45
 135      45   201   203
 136     203    46   202
 137      46   203   201
 138     204   202   111
 139     202   204   203
 140     202   213   111
 141     203   204   207
 142     207   204    44
 143      44   206   198
 144      44   204   206
 145     198   211   129
 146     211   198   206
 147     206    94   211
 148     198   199    44
 149     209   205   231
 150     205   206   204
 151      94   209   208
 152     209    94   205
 153     208   209   210
 154     205    94   206
 155     111   205   204
 156     129   211   215
 157     202    46   212
 158     200   214   207
 159     215   211    94
 160     223   218   128
 161     218   217   188
 162     128   157   220
 163     222   128   220
 164     222   223   128
 165      93   220   191
 166     219    79   227
 167      79   218   223
 168      79   223   227
 169     222   220    93
 170     190   191   220
 171     218    79   217
 172     182   184    77
 173     189    76   246
 174     183   182    76
 175     217   219    78
 176     219   217    79
 177     221   187    78
 178     221    77   184
 179     217    78   187
 180     223   222   229
 181     128   218   158
 182      93   196   226
 183      93   191   197
 184      81   226   216
 185     216   226   196
 186     129   216   196
