833  3  0
 187     226   229   222
 188      94   224   215
 189     224    94   208
 190      82   225   224
 191     224   225   215
 192     224   208   230
 193     215   225   216
 194     129   215   216
 195      81   216   225
 196     229    81    80
 197      81   229   226
 198      80   227   229
 199      81   228    80
 200     227   223   229
 201      82   224   230
 202     228    81   225
 203     228   225    82
 204     208    83   230
 205      83   208   210
 206     222    93   226
 207     197   196    93
 208     190    40   191
 209     243   189   246
 210      30   234   233
 211     236    30   237
 212     236   242   234
 213     236   109   242
 214     233   234   235
 215     242   235   234
 216     242   250   135
 217     236   234    30
 218     168   236   237
 219     135   235   242
 220      29   238   240
 221     238    29   235
 222     239    28   240
 223     240   238   239
 224      27   238   241
 225     241   235   135
 226      28   239   260
 227     239   238    27
 228      27   241   253
 229     241   238   235
 230      29   233   235
 231      27   259   239
 232     241   135   249
 233     250   247   135
 234     256   127   250
 235     247   250   245
 236     135   247   249
 237     245   243   244
 238     250   127   245
 239     245   244   143
 240     279   278   244
 241     244   243    75
 242     247   245   143
 243     127   243   245
 244     278   143   244
 245     249   248    95
 246     249   247   248
 247     257   253    95
 248      95   253   249
 249     248   252    95
 250     253   241   249
 251     143   254   252
 252     254   143   278
 253      95   252   251
 254     255   252   254
 255     255   254    73
 256     143   252   248
 257     247   143   248
 258      27   253   258
 259     254   278   322
 260     242   256   250
 261     256   242   109
 262     255   130   252
 263     260   259    26
 264     259   260   239
 265      26   259   261
 266     258   257   112
 267     258   253   257
 268      26   261   262
 269     112   261   258
 270     112   277   264
 271     258   261   259
 272      27   258   259
 273     263   261   112
 274     262   263    25
 275     262   261   263
 276     265   269    25
 277      25   263   265
 278     268   265    24
 279     264   265   263
 280      23   268   267
 281      23   269   268
 282     265   264    24
 283     268   269   265
 284     112   264   263
 285     112   257   277
 286     275   277   130
 287     251   277   257
 288      24   275   274
 289      24   264   275
 290     277   251   130
 291     268    24   266
 292     276   274   275
 293     280   276   130
 294     138   266   285
 295     266    24   274
 296     266   274   285
 297     275   130   276
 298     251   252   130
 299     266   267   268
 300      22   271   270
 301     271    23   267
 302     270   272    22
 303     270   271   267
 304     270   138   273
 305     138   270   267
 306      21   273   302
 307      21   272   273
 308     273   138   304
 309     273   272   270
 310     267   266   138
 311      96   274   276
 312     264   277   275
 313     251   257    95
 314     130   255   280
 315     322   278    74
 316     278   279    74
 317     281   255    73
 318     281    72   280
 319     281   280   255
 320      73   254   322
 321     282    96   276
 322     280    72   282
 323     298   285    96
 324     285   274    96
 325      96   282   284
 326     280   282   276
 327     298   284   288
 328     283   284   282
 329     299   298   106
 330     299   285   298
 331     284   283    71
 332     298    96   284
 333      72   283   282
 334     299   304   138
 335     279   244    75
 336      71   286   288
 337      70   287   286
 338     286   287   288
 339      71   288   284
 340     289    70   291
 341     292    69   320
 342     292   291    69
 343     321   320    68
 344     106   287   290
 345     287   106   288
 346      97   297   290
 347     290   297   106
 348     287   289   290
 349     299   106   303
 350     289   292   142
 351     289   287    70
 352     142   321   294
 353     321   142   292
 354     292   320   321
 355     289   142   290
 356     291   292   289
 357     296   290   142
 358     321   413   294
 359     288   106   298
 360     303   106   297
 361     302   304   120
 362     302   273   304
 363     120   304   303
 364     300   302   120
 365     319   308   120
 366     311   319    97
 367     308   311    19
 368     311   308   319
 369     303   297   319
 370     319   120   303
 371     304   299   303
 372     300   120   308
 373     301   300    20
 374     300   301   302
 375     307   306    20
 376      20   300   307
 377     307    19   305
 378     307   300   308
 379      18   305   316
 380      18   306   305
 381      19   313   305
 382     305   306   307
 383     308    19   307
 384     311   310    19
 385     301    21   302
 386      97   296   309
 387     319   297    97
 388     310   309   134
 389     310   311   309
 390     296   293   309
 391     310   313    19
 392     293   294   295
 393     293   296   142
 394     134   295   317
 395     295   134   293
 396     294   125   295
 397     293   134   309
 398     290   296    97
 399     310   134   312
 400     313   312    17
 401     313   310   312
 402      17   316   313
 403     312   315    17
 404     316   305   313
 405      16   314   318
 406     314   312   134
 407      16   315   314
 408     314   317   318
 409     314   315   312
 410     317   314   134
 411     295   433   317
 412      97   309   311
 413     294   293   142
 414     321    68   413
 415     285   299   138
 416     243   246    75
 417     205   111   231
 418     212    47   213
 419     213    47   325
 420     329   111   213
 421     323    48   324
 422     325   324   136
 423     324   325   323
 424     324   330   331
 425     323   325    47
 426     213   325   329
 427     231   329   326
 428     231   111   329
 429     115   326   328
 430     326   115   231
 431     329   136   326
 432     115   210   209
 433     327   136   338
 434     136   329   325
 435      98   328   327
 436     328   326   327
 437     136   331   338
 438     327   326   136
 439     324   331   136
 440     115   328   345
 441     324    48   330
 442     115   209   231
 443      49   334   331
 444     334    49   332
 445     334   338   331
 446     332    50   333
 447     333   343   341
 448     343   333    50
 449     332   333   334
 450     334   333   121
 451     338   121   336
 452     338   334   121
 453      98   327   336
 454     337   336   121
 455     121   340   337
 456     338   336   327
 457     341   339   340
 458      51   339   341
 459     337   340   342
 460     139   340   339
 461     339   369   139
 462     341   340   121
 463     333   341   121
 464     335   336   337
 465     341   343    51
 466     331   330    49
 467     139   342   340
 468     345   493   210
 469     210   115   345
 470     345   328   344
 471     344    84   345
 472      98   335   346
 473      98   336   335
 474     348   335   116
 475     335   348   346
 476     337   116   335
 477      98   346   344
 478      98   344   328
 479     346   347   344
 480     493   345    84
 481     347   346    85
 482     344   347    84
 483     348   350   349
 484     350   348   116
 485      86   349   350
 486     350   352    86
 487     348   349    85
 488      85   346   348
 489     116   351   350
 490     351   342   365
 491     352   350   351
 492     357   352   356
 493     357    86   352
 494     351    99   352
 495     351   116   342
 496     361    99   366
 497      99   356   352
 498     357   356    87
 499     361   356    99
 500     366    99   365
 501      99   351   365
 502     342   139   365
 503     354   356   361
 504      87   354   353
 505     354    87   356
 506     355    88   353
 507     353   354   355
 508      89   359   358
 509      88   360   359
 510     362   364    89
 511      88   355   360
 512     355   354   117
 513     117   354   361
 514     342   116   337
 515     365   139   367
 516     202   212   213
 517     407   369   339
 518     369   407    52
 519     139   369   368
 520     370   368   369
 521     368   371   367
 522      53   371   368
 523     122   371   373
 524     370   369    52
 525     368   367   139
 526     374   366   122
 527     366   365   367
 528     117   374   385
 529     117   361   374
 530     366   367   122
 531     361   366   374
 532     376   385   374
 533     377   376   122
 534     117   385   388
 535     140   387   385
 536     385   376   140
 537     376   374   122
 538     367   371   122
 539     388   385   387
 540      53   368   370
 541     117   388   355
 542     372   373   371
 543     375   376   377
 544     384   377   373
 545     373   372    54
 546     377   122   373
 547      55   377   384
 548      55   375   377
 549     384   373    54
 550     375    55   381
 551     375   378   380
 552     375   381   378
 553     383   140   380
 554     380   140   375
 555     378   382   380
 556     140   376   375
 557     379   382   378
 558     382    57    58
 559      57   382   379
 560     379   378    56
 561     381    56   378
 562     140   383   387
 563     371    53   372
 564     383   380   382
 565     358   360   100
 566     360   355   388
 567     100   360   388
 568     362    89   358
 569     387   100   388
 570     387   394   100
 571     393   386   394
 572     394   386   100
 573     393   394   123
 574     100   386   358
 575     383   394   387
 576     358   386   362
 577     362   131   363
 578     362   386   131
 579     390    90   363
 580      90   364   363
 581     131   389   363
 582     364   362   363
 583     392   389   131
 584     391   392   393
 585     390   363   389
 586     101   389   392
 587     101   392   402
 588     392   131   393
 589     386   393   131
 590     132   389   101
 591     383   123   394
 592     359   360   358
 593     401   395   397
 594     395   383   382
 595     123   401   391
 596     401   123   395
 597     395    58   397
 598     395   123   383
 599     396   397    58
 600     401   397   398
 601      59   397   396
 602     396    58   405
 603     382    58   395
 604     398   397    59
 605     391     1   402
 606     391   401     1
 607     101   402   404
 608     403   402     1
 609       1   400   403
 610     402   392   391
 611     398   399   400
 612     399   398    59
 613     403   400   409
 614      60   400   399
 615     398   400     1
 616     401   398     1
 617     409   400    60
 618     391   393   123
 619     405    58    57
 620     404   402   403
 621     407   339    51
 622     418    67   416
 623     415   414    67
 624     410    65   411
 625     416    66   417
 626     410   412    66
 627      65   422   411
 628     412   410   411
 629     415   418   436
 630     415    67   418
 631     413   436   125
 632     436   413   415
 633     436   418   102
 634     415   413   414
 635     417   412   432
 636     418   416   417
 637     432   102   417
 638     118   428   432
 639     118   432   412
 640     418   417   102
 641      66   412   417
 642     445   432   428
 643     412   411   118
 644     413    68   414
 645     425    64   419
 646     424   425   422
 647     425   424    64
 648      64   420   419
 649     427   419   462
 650     420    63   419
 651      62    63   420
 652     453   421    62
 653     425   419   427
 654     423   118   411
 655     423   422   103
 656     428   429   430
 657     429   118   423
 658     423   431   429
 659     411   422   423
 660     431   103   460
 661     103   422   425
 662     480   141   431
 663     141   429   431
 664     141   478   482
 665     431   423   103
 666     425   427   103
 667     429   428   118
 668     453   475    61
 669     422    65   424
 670     430   429   141
 671     125   434   433
 672     125   436   434
 673     433   434   435
 674     105   317   433
 675     441   435   434
 676     133   441   442
 677     435   133   440
 678     133   435   441
 679     441   102   445
 680     441   434   102
 681     436   102   434
 682     433   435   105
 683     318   105   438
 684     318   317   105
 685     437   438    15
 686     438   437   318
 687     105   440   438
 688     318   437    16
 689     440    14   439
 690     447    14   440
 691      15   438   439
 692     439   438   440
 693     105   435   440
 694     440   133   447
 695     295   125   433
 696     445   124   442
 697     445   428   124
 698     442   443   444
 699     443   442   124
 700     124   450   443
 701     444   133   442
 702     430   482   450
 703     482   430   141
 704     443   450   448
 705      11   450   482
 706      11   481   451
 707     430   450   124
 708     102   432   445
 709     448   450    11
 710     447   444   446
 711     447   133   444
 712      13   446   444
 713     444   449    13
 714     447   446    14
 715     448   451    12
 716     451   448    11
 717      12   449   448
 718     448   449   444
 719     444   443   448
 720     477    11   482
 721     442   441   445
 722     430   124   428
 723     103   427   426
 724     125   294   413
 725      61   390   454
 726     421   453    61
 727     454   390   132
 728      61   454   452
 729     132   406   452
 730     132   101   406
 731      61   452   421
 732     457   452   406
 733     104   457   459
 734     132   452   454
 735     389   132   390
 736     456   452   457
 737      63   421   455
 738      63    62   421
 739     462   455   463
 740     455   462    63
 741     421   456   455
 742     119   427   462
 743     104   463   455
 744     456   457   104
 745     473   464   104
 746     104   464   463
 747     104   459   473
 748     104   455   456
 749     421   452   456
 750     462   463   119
 751     457   406   458
 752      61   475   390
 753     403   466   113
 754     113   404   403
 755     113   472   458
 756     113   458   404
 757     468   113   466
 758     458   459   457
 759     409   408     2
 760     408   409    60
 761     467   466     2
 762       2   466   409
 763     404   406   101
 764     467   468   466
 765     459   472     4
 766     472   459   458
 767       4   474   473
 768     469   471     4
 769       4   472   469
 770       4   473   459
 771     468     3   469
 772       3   468   467
 773     469   470   471
 774     470   469     3
 775     468   469   472
 776     472   113   468
 777     471   470     5
 778     458   406   404
 779     466   403   409
 780     471   474     4
 781     431   460   480
 782     103   426   460
 783     460   426   461
 784     480   460   137
 785     119   465   461
 786     119   463   465
 787     137   460   461
 788     492   137   461
 789     137   490   489
 790     461   426   119
 791     427   119   426
 792     480   137   483
 793     477   481    11
 794      10   477   479
 795      10   481   477
 796     477   478     9
 797     482   478   477
 798     483   489     9
 799     489   483   137
 800       9   479   477
 801     488   479     9
 802       9   489   488
 803     483     9   478
 804     478   480   483
 805     492   461   465
 806     478   141   480
 807     464   474   114
 808     474   464   473
 809     114   484   486
 810     476   484   114
 811     114   474   476
 812     114   492   465
 813     476     5   487
 814     476   474   471
 815     487     6   476
 816     476     6   484
 817     471     5   476
 818     484     6   485
 819     489   490   491
 820     490   492   486
 821     488   489     8
 822     491     8   489
 823     490   137   492
 824     486   485     7
 825     486   492   114
 826     491   490     7
 827       7   490   486
 828     484   485   486
 829     114   465   464
 830     463   464   465
 831     462   419    63
 832     475    90   390
 833      83   210   493
# Generated by ./triangle -pneQ output.poly
